::1 - - [04/Jun/2021:15:27:10 +0000] "POST /api/user/signup HTTP/1.1" 400 114 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:19:50:38 +0000] "PUT /api/user/2 HTTP/1.1" 200 147 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:02:20 +0000] "PUT /api/user/2 HTTP/1.1" 200 147 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:03:39 +0000] "PUT /api/user/2 HTTP/1.1" 200 147 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:05:46 +0000] "POST /api/user/login HTTP/1.1" 200 166 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:11:13 +0000] "PUT /api/user/2 HTTP/1.1" 400 108 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:18:51 +0000] "PUT /api/user/2 HTTP/1.1" 400 108 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:20:03 +0000] "PUT /api/user/2 HTTP/1.1" 200 147 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:21:26 +0000] "PUT /api/user/2 HTTP/1.1" 200 147 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:23:10 +0000] "POST /api/user/signup HTTP/1.1" 200 91 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:23:24 +0000] "POST /api/user/login HTTP/1.1" 200 166 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:24:19 +0000] "PUT /api/user/2 HTTP/1.1" 200 147 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:26:16 +0000] "PUT /api/user/2 HTTP/1.1" 400 108 "-" "PostmanRuntime/7.28.0"
::1 - - [07/Jun/2021:20:26:44 +0000] "PUT /api/user/2 HTTP/1.1" 200 147 "-" "PostmanRuntime/7.28.0"
::1 - - [08/Jun/2021:14:22:15 +0000] "OPTIONS /api/user/ HTTP/1.1" 200 8 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:22:15 +0000] "POST /api/user/ HTTP/1.1" 404 149 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:25:34 +0000] "OPTIONS /api/user/ HTTP/1.1" 200 8 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:25:34 +0000] "POST /api/user/ HTTP/1.1" 404 149 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:27:44 +0000] "OPTIONS /api/user/signup HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:27:45 +0000] "POST /api/user/signup HTTP/1.1" 400 108 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:33:39 +0000] "OPTIONS /api/user/signup HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:33:39 +0000] "POST /api/user/signup HTTP/1.1" 400 108 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:39:34 +0000] "OPTIONS /api/user/signup HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:39:34 +0000] "POST /api/user/signup HTTP/1.1" 400 108 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:41:10 +0000] "OPTIONS /api/user/signup HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:41:10 +0000] "POST /api/user/signup HTTP/1.1" 400 108 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:43:18 +0000] "OPTIONS /api/user/signup HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:43:18 +0000] "POST /api/user/signup HTTP/1.1" 400 108 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:46:44 +0000] "OPTIONS /api/user/signup HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:46:44 +0000] "POST /api/user/signup HTTP/1.1" 201 91 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:55:32 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:55:32 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:56:56 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:14:56:56 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:00:01 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:00:02 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:03:21 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:03:21 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:12:14 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:12:14 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:16:51 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:16:51 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:46:53 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:46:53 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:49:52 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [08/Jun/2021:15:49:52 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [09/Jun/2021:08:56:59 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [09/Jun/2021:08:56:59 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [09/Jun/2021:08:59:26 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [09/Jun/2021:08:59:26 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [09/Jun/2021:15:44:18 +0000] "POST /api/user/login HTTP/1.1" 401 36 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:15:44:31 +0000] "POST /api/user/login HTTP/1.1" 200 166 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:15:48:56 +0000] "POST /api/article HTTP/1.1" 404 151 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:15:49:33 +0000] "POST /api/articles HTTP/1.1" 404 152 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:15:54:17 +0000] "POST /api/articles HTTP/1.1" 500 1389 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:15:55:20 +0000] "POST /api/articles HTTP/1.1" 500 1389 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:15:57:57 +0000] "POST /api/articles HTTP/1.1" 500 1324 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:00:15 +0000] "POST /api/articles HTTP/1.1" 500 1447 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:01:28 +0000] "POST /api/articles HTTP/1.1" 400 219 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:02:38 +0000] "POST /api/articles HTTP/1.1" 201 91 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:20:27 +0000] "PUT /api/articles/2 HTTP/1.1" 500 1321 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:21:37 +0000] "PUT /api/articles/2 HTTP/1.1" 400 219 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:22:12 +0000] "PUT /api/articles/2 HTTP/1.1" 400 123 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:22:33 +0000] "PUT /api/articles/2 HTTP/1.1" 200 148 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:26:33 +0000] "GET /api/articles/2 HTTP/1.1" 200 2 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:26:46 +0000] "GET /api/articles/1 HTTP/1.1" 200 153 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:27:30 +0000] "GET /api/articles/2 HTTP/1.1" 200 2 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:28:33 +0000] "GET /api/articles/2 HTTP/1.1" 200 2 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:28:38 +0000] "GET /api/articles/2 HTTP/1.1" 200 2 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:30:28 +0000] "GET /api/articles/user/2 HTTP/1.1" 200 153 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:33:06 +0000] "DELETE /api/articles/1 HTTP/1.1" 401 4 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:37:20 +0000] "DELETE /api/articles/1 HTTP/1.1" 401 4 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:37:53 +0000] "DELETE /api/articles/1 HTTP/1.1" 401 4 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:38:10 +0000] "DELETE /api/articles/1 HTTP/1.1" 401 4 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:43:43 +0000] "DELETE /api/articles/1 HTTP/1.1" 200 91 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:47:21 +0000] "POST /api/articles HTTP/1.1" 201 91 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:48:22 +0000] "POST /api/like HTTP/1.1" 404 148 "-" "PostmanRuntime/7.28.0"
::1 - - [09/Jun/2021:16:49:15 +0000] "POST /api/like/like HTTP/1.1" 400 243 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:15:28 +0000] "POST /api/like/like HTTP/1.1" 400 236 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:15:57 +0000] "POST /api/like/like HTTP/1.1" 400 240 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:28:17 +0000] "POST /api/like/like HTTP/1.1" 400 240 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:33:04 +0000] "POST /api/like/like HTTP/1.1" 400 240 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:36:43 +0000] "POST /api/like/like HTTP/1.1" 400 241 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:37:57 +0000] "POST /api/like/like HTTP/1.1" 400 241 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:41:09 +0000] "POST /api/comment HTTP/1.1" 400 111 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:41:23 +0000] "POST /api/comment HTTP/1.1" 201 91 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:42:50 +0000] "PUT /api/comment/2 HTTP/1.1" 500 984 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:51:42 +0000] "GET /api/comment/2 HTTP/1.1" 404 152 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:56:47 +0000] "GET /api/comment/2 HTTP/1.1" 404 152 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:58:46 +0000] "GET /api/comment/2 HTTP/1.1" 200 57 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:12:59:45 +0000] "GET /api/comment/ HTTP/1.1" 200 57 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:13:35:07 +0000] "POST /api/comment/ HTTP/1.1" 400 121 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:13:35:40 +0000] "POST /api/comment/ HTTP/1.1" 201 91 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:13:56:22 +0000] "GET /api/comment/ HTTP/1.1" 200 74 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:13:56:30 +0000] "GET /api/comment/1 HTTP/1.1" 200 2 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:13:56:48 +0000] "GET /api/comment/2 HTTP/1.1" 200 74 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:13:57:00 +0000] "PUT /api/comment/1 HTTP/1.1" 500 984 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:14:00:03 +0000] "PUT /api/comment/1 HTTP/1.1" 500 984 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:14:00:25 +0000] "PUT /api/comment/1 HTTP/1.1" 400 279 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:14:03:26 +0000] "GET /api/comment/2 HTTP/1.1" 200 74 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:14:03:30 +0000] "GET /api/comment/ HTTP/1.1" 200 74 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:14:03:58 +0000] "DELETE /api/comment/1 HTTP/1.1" 400 116 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:14:07:16 +0000] "DELETE /api/comment/1 HTTP/1.1" 200 91 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:14:24:40 +0000] "POST /api/comment/ HTTP/1.1" 201 91 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:14:38:16 +0000] "GET /api/comment/1 HTTP/1.1" 200 2 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:14:39:15 +0000] "GET /api/comment/2 HTTP/1.1" 200 74 "-" "PostmanRuntime/7.28.0"
::1 - - [10/Jun/2021:14:39:23 +0000] "PUT /api/comment/2 HTTP/1.1" 400 282 "-" "PostmanRuntime/7.28.0"
::1 - - [11/Jun/2021:12:29:45 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [11/Jun/2021:12:29:45 +0000] "POST /api/user/login HTTP/1.1" - - "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [11/Jun/2021:12:30:09 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [11/Jun/2021:12:30:09 +0000] "POST /api/user/login HTTP/1.1" - - "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [11/Jun/2021:12:44:28 +0000] "POST /api/user/login HTTP/1.1" 200 166 "-" "PostmanRuntime/7.28.0"
::1 - - [11/Jun/2021:12:46:26 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [11/Jun/2021:12:46:26 +0000] "POST /api/user/login HTTP/1.1" 200 166 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
::1 - - [11/Jun/2021:12:57:05 +0000] "OPTIONS /api/user/login HTTP/1.1" 200 24 "http://127.0.0.1:5500/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
